age,workclass,fnlwgt,education,education_num,status,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,income
19,Private,101509,Bachelors,10,not_married,Prof_specialty,Male,0,0,32,United_States,more_than_50k
31,Private,309974,Bachelors,13,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
29,Self_emp,162298,Bachelors,13,married,corporate_job,Male,0,0,70,United_States,less_than_50k
23,Private,211678,Bachelors,10,not_married,it_job,Male,0,0,40,United_States,more_than_50k
79,Private,124744,Bachelors,10,married,Prof_specialty,Male,0,0,20,United_States,more_than_50k
27,Private,213921,HS_grad,9,not_married,Other_service,Male,0,0,40,Mexico,more_than_50k
40,Private,32214,Bachelors,12,married,corporate_job,Male,0,0,40,United_States,more_than_50k
18,Private,309634,SS_grad,7,not_married,Other_service,Female,0,0,22,United_States,more_than_50k
31,government,125927,ES_grad,4,married,Farming_fishing,Male,0,0,40,United_States,more_than_50k
18,Private,446839,HS_grad,9,not_married,corporate_job,Male,0,0,30,United_States,more_than_50k
52,Private,276515,Bachelors,13,married,Other_service,Male,0,0,40,Other,more_than_50k
46,Private,51618,HS_grad,9,married,Other_service,Female,0,0,40,United_States,more_than_50k
59,Private,159937,HS_grad,9,married,corporate_job,Male,0,0,48,United_States,more_than_50k
44,Private,343591,HS_grad,9,not_married,Craft_repair,Female,14344,0,40,United_States,less_than_50k
53,Private,346253,HS_grad,9,not_married,corporate_job,Female,0,0,35,United_States,more_than_50k
49,government,268234,HS_grad,9,married,servant,Male,0,0,40,United_States,less_than_50k
33,Private,202051,Masters,14,married,Prof_specialty,Male,0,0,50,United_States,more_than_50k
30,Private,54334,ES_grad,5,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
43,government,410867,Doctorate,16,not_married,Prof_specialty,Female,0,0,50,United_States,less_than_50k
57,Private,249977,Bachelors,11,married,Prof_specialty,Male,0,0,40,United_States,more_than_50k
37,Private,286730,Bachelors,10,not_married,Craft_repair,Female,0,0,40,United_States,more_than_50k
28,Private,212563,Bachelors,10,not_married,it_job,Female,0,0,25,United_States,more_than_50k
34,government,226296,Bachelors,13,married,servant,Male,0,0,40,United_States,less_than_50k
29,government,115585,Bachelors,10,not_married,servant,Male,0,0,50,United_States,more_than_50k
48,Self_emp,191277,Doctorate,16,married,Prof_specialty,Male,0,1902,60,United_States,less_than_50k
37,Private,202683,Bachelors,10,married,corporate_job,Male,0,0,48,United_States,less_than_50k
48,Private,171095,Bachelors,12,not_married,corporate_job,Female,0,0,40,Other,more_than_50k
32,government,249409,HS_grad,9,not_married,Other_service,Male,0,0,40,United_States,more_than_50k
76,Private,124191,Masters,14,married,corporate_job,Male,0,0,40,United_States,less_than_50k
44,Private,198282,Bachelors,13,married,corporate_job,Male,15024,0,60,United_States,less_than_50k
47,Self_emp,149116,Masters,14,not_married,Prof_specialty,Female,0,0,50,United_States,more_than_50k
20,Private,188300,Bachelors,10,not_married,it_job,Female,0,0,40,United_States,more_than_50k
29,Private,103432,HS_grad,9,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
32,Self_emp,317660,HS_grad,9,married,Craft_repair,Male,7688,0,40,United_States,less_than_50k
30,Private,194901,SS_grad,7,not_married,servant,Male,0,0,40,United_States,more_than_50k
31,government,189265,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
42,Private,124692,HS_grad,9,married,servant,Male,0,0,40,United_States,more_than_50k
24,Private,432376,Bachelors,13,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
38,Private,65324,Bachelors,15,married,Prof_specialty,Male,0,0,40,United_States,less_than_50k
56,Self_emp,335605,HS_grad,9,married,Other_service,Male,0,1887,50,Canada,less_than_50k
28,Private,377869,Bachelors,10,married,corporate_job,Female,4064,0,25,United_States,more_than_50k
36,Private,102864,HS_grad,9,not_married,it_job,Female,0,0,40,United_States,more_than_50k
53,Private,95647,ES_grad,5,married,servant,Male,0,0,50,United_States,more_than_50k
56,Self_emp,303090,Bachelors,10,married,corporate_job,Male,0,0,50,United_States,more_than_50k
49,government,197371,Bachelors,11,married,Craft_repair,Male,0,0,40,United_States,less_than_50k
55,Private,247552,Bachelors,10,married,corporate_job,Male,0,0,56,United_States,more_than_50k
22,Private,102632,HS_grad,9,not_married,Craft_repair,Male,0,0,41,United_States,more_than_50k
21,Private,199915,Bachelors,10,not_married,Other_service,Female,0,0,40,United_States,more_than_50k
40,Private,118853,Bachelors,13,married,corporate_job,Male,0,0,60,United_States,more_than_50k
30,Private,77143,Bachelors,13,not_married,corporate_job,Male,0,0,40,Germany,more_than_50k
29,government,267989,Bachelors,13,married,Prof_specialty,Male,0,0,50,United_States,less_than_50k
19,Private,301606,Bachelors,10,not_married,Other_service,Male,0,0,35,United_States,more_than_50k
47,Private,287828,Bachelors,13,married,corporate_job,Female,0,0,40,United_States,less_than_50k
20,Private,111697,Bachelors,10,not_married,corporate_job,Female,0,1719,28,United_States,more_than_50k
31,Private,114937,Bachelors,12,married,corporate_job,Male,0,0,40,United_States,less_than_50k
39,Private,365739,Bachelors,10,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
28,Private,69621,Bachelors,12,not_married,corporate_job,Female,0,0,60,United_States,more_than_50k
24,Private,43323,HS_grad,9,not_married,Other_service,Female,0,1762,40,United_States,more_than_50k
38,Self_emp,120985,HS_grad,9,married,Craft_repair,Male,4386,0,35,United_States,more_than_50k
37,Private,254202,Bachelors,13,married,corporate_job,Male,0,0,50,United_States,more_than_50k
46,Private,146195,Bachelors,12,not_married,it_job,Female,0,0,36,United_States,more_than_50k
38,government,125933,Masters,14,married,Prof_specialty,Male,0,0,40,Other,less_than_50k
43,Self_emp,56920,HS_grad,9,married,Craft_repair,Male,0,0,60,United_States,more_than_50k
27,Private,163127,Bachelors,11,married,corporate_job,Female,0,0,35,United_States,more_than_50k
20,Private,34310,Bachelors,10,not_married,corporate_job,Male,0,0,20,United_States,more_than_50k
49,Private,81973,Bachelors,10,married,Craft_repair,Male,0,0,40,United_States,less_than_50k
61,Self_emp,66614,HS_grad,9,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
27,Private,232782,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
19,Private,316868,Bachelors,10,not_married,Other_service,Male,0,0,30,Mexico,more_than_50k
45,Private,196584,Bachelors,11,not_married,Prof_specialty,Female,0,1564,40,United_States,less_than_50k
70,Private,105376,Bachelors,10,not_married,it_job,Male,0,0,40,United_States,more_than_50k
31,Private,185814,HS_grad,9,not_married,Transport_moving,Female,0,0,30,United_States,more_than_50k
22,Private,175374,Bachelors,10,married,Other_service,Male,0,0,24,United_States,more_than_50k
36,Private,108293,HS_grad,9,not_married,Other_service,Female,0,0,24,United_States,more_than_50k
64,Private,181232,SS_grad,7,married,Craft_repair,Male,0,2179,40,United_States,more_than_50k
47,government,186009,Bachelors,10,not_married,corporate_job,Female,0,0,38,Mexico,more_than_50k
34,Private,198183,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
33,Private,163003,Bachelors,13,not_married,corporate_job,Female,0,0,40,Philippines,more_than_50k
21,Private,296158,HS_grad,9,not_married,Craft_repair,Male,0,0,35,United_States,more_than_50k
48,Private,187715,HS_grad,9,married,Craft_repair,Male,0,0,46,United_States,more_than_50k
23,Private,214542,Bachelors,13,not_married,servant,Male,0,0,40,United_States,more_than_50k
71,Self_emp,494223,Bachelors,10,not_married,corporate_job,Male,0,1816,2,United_States,more_than_50k
29,Private,191535,HS_grad,9,not_married,Craft_repair,Male,0,0,60,United_States,more_than_50k
42,Private,228456,Bachelors,13,not_married,Other_service,Male,0,0,50,United_States,more_than_50k
25,Private,252752,HS_grad,9,not_married,Other_service,Female,0,0,40,United_States,more_than_50k
44,Self_emp,78374,Masters,14,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
28,Private,88419,HS_grad,9,not_married,corporate_job,Female,0,0,40,Other,more_than_50k
45,Self_emp,201080,Masters,14,married,corporate_job,Male,0,0,40,United_States,less_than_50k
36,Private,207157,Bachelors,10,not_married,Other_service,Female,0,0,40,Mexico,more_than_50k
39,government,235485,Bachelors,12,not_married,corporate_job,Male,0,0,42,United_States,more_than_50k
46,government,102628,Masters,14,not_married,servant,Male,0,0,40,United_States,more_than_50k
18,Private,25828,SS_grad,7,not_married,servant,Male,0,0,16,United_States,more_than_50k
66,government,54826,Bachelors,11,not_married,Prof_specialty,Female,0,0,20,United_States,more_than_50k
27,Private,124953,HS_grad,9,not_married,Other_service,Male,0,1980,40,United_States,more_than_50k
28,government,175325,HS_grad,9,married,servant,Male,0,0,40,United_States,more_than_50k
51,Private,96062,Bachelors,10,married,corporate_job,Male,0,1977,40,United_States,less_than_50k
27,Private,428030,Bachelors,13,not_married,Craft_repair,Male,0,0,50,United_States,more_than_50k
28,government,149624,Bachelors,13,married,Prof_specialty,Male,0,0,40,United_States,less_than_50k
27,Private,253814,HS_grad,9,married,corporate_job,Female,0,0,25,United_States,more_than_50k
21,Private,312956,HS_grad,9,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
34,Private,483777,HS_grad,9,not_married,servant,Male,0,0,40,United_States,more_than_50k
18,Private,183930,HS_grad,9,not_married,Other_service,Male,0,0,12,United_States,more_than_50k
33,Private,37274,Bachelors,13,married,Prof_specialty,Male,0,0,65,United_States,more_than_50k
44,government,181344,Bachelors,10,married,corporate_job,Male,0,0,38,United_States,less_than_50k
43,Private,114580,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
30,Private,633742,Bachelors,10,not_married,Craft_repair,Male,0,0,45,United_States,more_than_50k
40,Private,286370,ES_grad,4,married,it_job,Male,0,0,40,Mexico,less_than_50k
37,government,29054,Bachelors,10,married,corporate_job,Male,0,0,42,United_States,less_than_50k
34,Private,304030,HS_grad,9,married,corporate_job,Male,0,0,40,United_States,more_than_50k
41,Self_emp,143129,Bachelors,13,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
31,Private,99928,Masters,14,married,Prof_specialty,Female,0,0,50,United_States,more_than_50k
58,government,109567,Doctorate,16,married,Prof_specialty,Male,0,0,1,United_States,less_than_50k
38,Private,155222,Bachelors,10,not_married,it_job,Female,0,0,28,United_States,more_than_50k
24,Private,159567,Bachelors,10,married,it_job,Male,0,0,40,United_States,more_than_50k
41,government,523910,Bachelors,13,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
47,Private,120939,Bachelors,10,married,it_job,Male,0,0,45,United_States,more_than_50k
41,government,130760,Bachelors,13,married,it_job,Male,0,0,24,United_States,more_than_50k
23,Private,197387,Preschool,3,married,Transport_moving,Male,0,0,40,Mexico,more_than_50k
36,Private,99374,Bachelors,10,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
40,government,56795,Masters,14,not_married,corporate_job,Female,14084,0,55,United_States,less_than_50k
35,Private,138992,Masters,14,married,Prof_specialty,Male,7298,0,40,United_States,less_than_50k
24,Self_emp,32921,HS_grad,9,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
26,Private,397317,Masters,14,not_married,Prof_specialty,Female,0,1876,40,United_States,more_than_50k
51,Private,259323,Bachelors,13,married,corporate_job,Male,0,0,50,United_States,less_than_50k
42,government,254817,Bachelors,10,not_married,Prof_specialty,Female,0,1340,40,United_States,more_than_50k
37,government,48211,HS_grad,9,not_married,corporate_job,Female,0,0,35,United_States,more_than_50k
18,Private,140164,SS_grad,7,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
36,Private,128757,Bachelors,13,married,Other_service,Male,7298,0,36,United_States,less_than_50k
35,Private,36270,HS_grad,9,not_married,Craft_repair,Male,0,0,60,United_States,more_than_50k
58,Self_emp,210563,HS_grad,9,married,corporate_job,Female,15024,0,35,United_States,less_than_50k
17,Private,65368,SS_grad,7,not_married,corporate_job,Female,0,0,12,United_States,more_than_50k
44,government,160943,HS_grad,9,married,Transport_moving,Male,0,0,40,United_States,more_than_50k
37,Private,208358,HS_grad,9,married,Craft_repair,Male,0,0,40,United_States,less_than_50k
35,Private,153790,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
60,Private,85815,HS_grad,9,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
54,Self_emp,125417,ES_grad,4,married,it_job,Male,0,0,40,United_States,less_than_50k
37,Private,635913,Bachelors,13,not_married,corporate_job,Male,0,0,60,United_States,less_than_50k
50,Private,313321,Bachelors,12,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
38,Private,182609,Bachelors,13,married,corporate_job,Male,0,0,50,Other,more_than_50k
45,Private,109434,Bachelors,13,married,Prof_specialty,Male,0,0,55,United_States,more_than_50k
25,Private,255004,SS_grad,6,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
31,Private,197860,Bachelors,10,married,servant,Male,0,0,40,United_States,more_than_50k
90,Private,51744,HS_grad,9,not_married,Other_service,Male,0,2206,40,United_States,more_than_50k
54,Private,176681,HS_grad,9,married,corporate_job,Male,0,0,20,United_States,more_than_50k
53,government,140359,Preschool,1,not_married,it_job,Female,0,0,35,United_States,more_than_50k
18,Private,243313,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
66,Self_emp,167687,HS_grad,9,married,Farming_fishing,Male,1409,0,50,United_States,more_than_50k
75,Private,314209,Bachelors,11,not_married,corporate_job,Female,0,0,20,Other,more_than_50k
65,Private,176796,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
35,Private,538583,SS_grad,7,not_married,Transport_moving,Male,3674,0,40,United_States,more_than_50k
41,Private,130408,HS_grad,9,not_married,corporate_job,Female,0,0,38,United_States,more_than_50k
25,Private,159732,Bachelors,10,not_married,corporate_job,Male,0,0,42,United_States,more_than_50k
33,Private,110978,Bachelors,10,not_married,Craft_repair,Female,0,0,40,United_States,more_than_50k
28,Private,76714,Bachelors,15,not_married,Prof_specialty,Male,0,0,55,United_States,less_than_50k
59,government,268700,HS_grad,9,married,Other_service,Male,0,0,40,United_States,more_than_50k
40,government,170525,Bachelors,10,not_married,corporate_job,Female,0,0,38,United_States,more_than_50k
41,Private,180138,Bachelors,13,married,corporate_job,Male,0,0,50,Other,less_than_50k
38,government,115076,Masters,14,married,corporate_job,Male,0,0,70,United_States,less_than_50k
23,Private,115458,HS_grad,9,not_married,Transport_moving,Male,0,0,40,United_States,more_than_50k
40,Private,347890,Bachelors,13,married,Prof_specialty,Male,0,0,40,United_States,less_than_50k
41,Self_emp,196001,HS_grad,9,married,Other_service,Female,0,0,20,United_States,more_than_50k
24,government,273905,Bachelors,12,married,servant,Male,0,0,50,United_States,more_than_50k
38,Private,179488,Bachelors,10,not_married,Craft_repair,Male,0,1741,40,United_States,more_than_50k
58,Private,236596,HS_grad,9,married,corporate_job,Male,0,0,45,United_States,less_than_50k
32,Private,183916,HS_grad,9,not_married,Other_service,Female,0,0,34,United_States,more_than_50k
40,Private,207578,Bachelors,12,married,it_job,Male,0,1977,60,United_States,less_than_50k
41,Private,112763,Bachelors,15,married,Prof_specialty,Female,0,0,40,United_States,less_than_50k
42,Private,390781,Bachelors,13,married,corporate_job,Female,0,0,40,United_States,more_than_50k
59,government,171328,SS_grad,6,not_married,Other_service,Female,0,0,30,United_States,more_than_50k
19,government,27382,Bachelors,10,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
58,Private,259014,Bachelors,10,not_married,Transport_moving,Male,0,0,20,United_States,more_than_50k
42,Self_emp,303044,HS_grad,9,married,Farming_fishing,Male,0,0,40,Other,less_than_50k
20,Private,117789,HS_grad,9,not_married,Other_service,Female,0,0,40,United_States,more_than_50k
32,Private,172579,HS_grad,9,not_married,Other_service,Female,0,0,30,United_States,more_than_50k
45,Private,187666,Bachelors,11,not_married,corporate_job,Female,0,0,45,United_States,more_than_50k
50,Private,204518,ES_grad,4,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
36,Private,150042,Bachelors,13,not_married,Prof_specialty,Female,0,0,40,United_States,more_than_50k
45,Private,98092,HS_grad,9,married,corporate_job,Male,0,0,60,United_States,more_than_50k
17,Private,245918,SS_grad,7,not_married,Other_service,Male,0,0,12,United_States,more_than_50k
59,Private,146013,Bachelors,10,married,corporate_job,Male,4064,0,40,United_States,more_than_50k
26,Private,378322,SS_grad,7,married,Craft_repair,Male,0,0,40,United_States,more_than_50k
37,Self_emp,257295,Bachelors,10,married,corporate_job,Male,0,0,75,Other,less_than_50k
64,Private,21174,HS_grad,9,married,corporate_job,Male,0,0,40,United_States,less_than_50k
33,Private,185480,Bachelors,13,not_married,Prof_specialty,Female,0,0,45,United_States,more_than_50k
33,Private,222205,HS_grad,9,married,Craft_repair,Female,0,0,40,United_States,less_than_50k
61,Private,69867,HS_grad,9,married,corporate_job,Male,0,0,40,United_States,less_than_50k
17,Private,191260,ES_grad,5,not_married,Other_service,Male,1055,0,24,United_States,more_than_50k
50,Self_emp,30653,Masters,14,married,Farming_fishing,Male,2407,0,98,United_States,more_than_50k
27,government,209109,Masters,14,not_married,Prof_specialty,Male,0,0,35,United_States,more_than_50k
30,Private,70377,HS_grad,9,not_married,Prof_specialty,Female,0,0,40,United_States,more_than_50k
43,Private,477983,HS_grad,9,married,servant,Male,0,0,40,United_States,more_than_50k
44,Private,170924,Bachelors,10,married,Craft_repair,Male,7298,0,40,United_States,less_than_50k
35,Private,190174,Bachelors,10,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
25,Private,193787,Bachelors,10,not_married,it_job,Female,0,0,40,United_States,more_than_50k
24,Private,279472,Bachelors,10,married,it_job,Female,7298,0,48,United_States,less_than_50k
22,Private,34918,Bachelors,13,not_married,Prof_specialty,Female,0,0,15,Germany,more_than_50k
42,government,97688,Bachelors,10,married,Craft_repair,Male,5178,0,40,United_States,less_than_50k
34,Private,175413,Bachelors,12,not_married,corporate_job,Female,0,0,45,United_States,more_than_50k
60,Private,173960,Bachelors,13,not_married,Prof_specialty,Female,0,0,42,United_States,more_than_50k
21,Private,205759,HS_grad,9,not_married,servant,Male,0,0,40,United_States,more_than_50k
57,government,425161,Masters,14,married,corporate_job,Male,15024,0,40,United_States,less_than_50k
41,Private,220531,Bachelors,15,married,Prof_specialty,Male,0,0,60,United_States,less_than_50k
50,Private,176609,Bachelors,10,not_married,Other_service,Male,0,0,45,United_States,more_than_50k
25,Private,371987,Bachelors,13,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
50,Private,193884,ES_grad,4,married,Craft_repair,Male,0,0,40,Other,more_than_50k
36,Private,200352,Bachelors,13,married,Prof_specialty,Male,0,0,45,United_States,more_than_50k
31,Private,127595,HS_grad,9,not_married,Prof_specialty,Female,0,0,40,United_States,more_than_50k
29,government,220419,Bachelors,13,not_married,servant,Male,0,0,56,United_States,more_than_50k
21,Private,231931,Bachelors,10,not_married,corporate_job,Male,0,0,45,United_States,more_than_50k
27,Private,248402,Bachelors,13,not_married,it_job,Female,0,0,40,United_States,more_than_50k
65,Private,111095,HS_grad,9,married,Transport_moving,Male,0,0,16,United_States,more_than_50k
37,Self_emp,57424,Bachelors,13,not_married,corporate_job,Female,0,0,60,United_States,more_than_50k
24,Private,278130,HS_grad,9,not_married,Craft_repair,Male,0,0,40,United_States,more_than_50k
38,Private,169469,HS_grad,9,not_married,corporate_job,Male,0,0,80,United_States,more_than_50k
48,Private,146268,Bachelors,13,married,corporate_job,Male,7688,0,40,United_States,less_than_50k
21,Private,153718,Bachelors,10,not_married,Other_service,Female,0,0,25,United_States,more_than_50k
31,Private,217460,HS_grad,9,married,Transport_moving,Male,0,0,45,United_States,less_than_50k
55,Private,238638,HS_grad,9,married,corporate_job,Male,4386,0,40,United_States,less_than_50k
24,Private,303296,Bachelors,10,married,corporate_job,Female,0,0,40,Other,more_than_50k
43,Private,173321,HS_grad,9,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
26,Private,193945,Bachelors,12,not_married,it_job,Male,0,0,45,United_States,more_than_50k
46,Private,83082,Bachelors,12,not_married,Prof_specialty,Female,0,0,33,United_States,more_than_50k
35,Private,193815,Bachelors,12,married,corporate_job,Male,0,0,40,United_States,less_than_50k
41,Self_emp,34987,Bachelors,10,married,Farming_fishing,Male,0,0,54,United_States,less_than_50k
26,Private,59306,Bachelors,13,not_married,corporate_job,Male,0,0,40,United_States,more_than_50k
34,Private,142897,Masters,14,married,corporate_job,Male,7298,0,35,Other,less_than_50k
36,Self_emp,205607,Bachelors,13,not_married,Prof_specialty,Female,0,0,40,United_States,less_than_50k
22,Private,199698,Bachelors,10,not_married,corporate_job,Male,0,0,15,United_States,more_than_50k
24,Private,191954,Bachelors,10,not_married,it_job,Male,0,0,40,United_States,more_than_50k
77,Self_emp,138714,Bachelors,10,married,corporate_job,Male,0,0,40,United_States,more_than_50k
22,Private,399087,Preschool,3,married,it_job,Female,0,0,40,Mexico,more_than_50k
29,Private,423158,Bachelors,10,not_married,it_job,Female,0,0,40,United_States,more_than_50k
62,Private,159841,HS_grad,9,not_married,Other_service,Female,0,0,24,United_States,more_than_50k
39,Self_emp,174308,HS_grad,9,married,corporate_job,Male,0,0,40,United_States,more_than_50k
43,Private,50356,Bachelors,10,married,Craft_repair,Male,0,1485,50,United_States,more_than_50k
35,Private,186110,HS_grad,9,not_married,Transport_moving,Male,0,0,45,United_States,more_than_50k
29,Private,200381,SS_grad,7,not_married,corporate_job,Female,0,0,40,United_States,more_than_50k
76,Self_emp,174309,Masters,14,married,Craft_repair,Male,0,0,10,United_States,more_than_50k
63,Self_emp,78383,HS_grad,9,married,Farming_fishing,Male,0,0,45,United_States,more_than_50k
43,Private,187728,Bachelors,10,married,Prof_specialty,Female,0,1887,50,United_States,less_than_50k
58,Self_emp,321171,HS_grad,9,married,servant,Male,0,0,40,United_States,more_than_50k
66,Private,127921,HS_grad,9,not_married,Transport_moving,Male,2050,0,55,United_States,more_than_50k
41,Private,206565,Bachelors,10,not_married,Craft_repair,Male,0,0,45,United_States,more_than_50k
